case_base,seed,scheduler,avg_relative_fct_vs_dynamic
frag0p1,42,ocs_eps_global_ksp,1.290
frag0p1,42,pure_ocs_ksp,1.091
frag0p1,42,eps_ecmp,0.989
frag0p1,42,pure_ocs_ksp_greedy,1.112
frag0p1,42,ocs_eps_preset_dynamic_greedy,1.000
frag0p1,42,pure_ocs_pruned,1.055
frag0p1,42,ocs_eps_pruned,1.030
frag0p1,42,ocs_eps_large_small,1.317
frag0p1,42,ocs_eps_preset_greedy,1.052
frag0p1,42,pure_ocs_3hop_preset,1.055
frag0p1,43,ocs_eps_global_ksp,1.323
frag0p1,43,pure_ocs_ksp,1.050
frag0p1,43,eps_ecmp,1.005
frag0p1,43,pure_ocs_ksp_greedy,1.041
frag0p1,43,ocs_eps_preset_dynamic_greedy,1.000
frag0p1,43,pure_ocs_pruned,1.011
frag0p1,43,ocs_eps_pruned,1.012
frag0p1,43,ocs_eps_large_small,1.778
frag0p1,43,ocs_eps_preset_greedy,1.050
frag0p1,43,pure_ocs_3hop_preset,1.011
frag0p1,44,ocs_eps_global_ksp,1.388
frag0p1,44,pure_ocs_ksp,1.049
frag0p1,44,eps_ecmp,0.973
frag0p1,44,pure_ocs_ksp_greedy,1.000
frag0p1,44,ocs_eps_preset_dynamic_greedy,1.000
frag0p1,44,pure_ocs_pruned,0.958
frag0p1,44,ocs_eps_pruned,0.965
frag0p1,44,ocs_eps_large_small,1.989
frag0p1,44,ocs_eps_preset_greedy,1.020
frag0p1,44,pure_ocs_3hop_preset,0.958
frag0p1,45,ocs_eps_global_ksp,1.291
frag0p1,45,pure_ocs_ksp,1.059
frag0p1,45,eps_ecmp,0.961
frag0p1,45,pure_ocs_ksp_greedy,1.029
frag0p1,45,ocs_eps_preset_dynamic_greedy,1.000
frag0p1,45,pure_ocs_pruned,1.008
frag0p1,45,ocs_eps_pruned,1.001
frag0p1,45,ocs_eps_large_small,2.524
frag0p1,45,ocs_eps_preset_greedy,1.025
frag0p1,45,pure_ocs_3hop_preset,1.008
frag0p1,46,ocs_eps_global_ksp,1.335
frag0p1,46,pure_ocs_ksp,1.033
frag0p1,46,eps_ecmp,0.962
frag0p1,46,pure_ocs_ksp_greedy,1.014
frag0p1,46,ocs_eps_preset_dynamic_greedy,1.000
frag0p1,46,pure_ocs_pruned,0.954
frag0p1,46,ocs_eps_pruned,0.988
frag0p1,46,ocs_eps_large_small,1.642
frag0p1,46,ocs_eps_preset_greedy,1.031
frag0p1,46,pure_ocs_3hop_preset,0.954
frag0p1,47,ocs_eps_global_ksp,1.245
frag0p1,47,pure_ocs_ksp,1.023
frag0p1,47,eps_ecmp,0.999
frag0p1,47,pure_ocs_ksp_greedy,1.015
frag0p1,47,ocs_eps_preset_dynamic_greedy,1.000
frag0p1,47,pure_ocs_pruned,1.003
frag0p1,47,ocs_eps_pruned,1.015
frag0p1,47,ocs_eps_large_small,2.089
frag0p1,47,ocs_eps_preset_greedy,1.018
frag0p1,47,pure_ocs_3hop_preset,1.003
frag0p1,48,ocs_eps_global_ksp,1.279
frag0p1,48,pure_ocs_ksp,1.068
frag0p1,48,eps_ecmp,1.028
frag0p1,48,pure_ocs_ksp_greedy,1.023
frag0p1,48,ocs_eps_preset_dynamic_greedy,1.000
frag0p1,48,pure_ocs_pruned,1.034
frag0p1,48,ocs_eps_pruned,0.979
frag0p1,48,ocs_eps_large_small,2.789
frag0p1,48,ocs_eps_preset_greedy,1.022
frag0p1,48,pure_ocs_3hop_preset,1.034
frag0p1,49,ocs_eps_global_ksp,1.348
frag0p1,49,pure_ocs_ksp,1.019
frag0p1,49,eps_ecmp,0.982
frag0p1,49,pure_ocs_ksp_greedy,1.008
frag0p1,49,ocs_eps_preset_dynamic_greedy,1.000
frag0p1,49,pure_ocs_pruned,0.971
frag0p1,49,ocs_eps_pruned,0.994
frag0p1,49,ocs_eps_large_small,2.009
frag0p1,49,ocs_eps_preset_greedy,1.038
frag0p1,49,pure_ocs_3hop_preset,0.971
frag0p1,50,ocs_eps_global_ksp,1.315
frag0p1,50,pure_ocs_ksp,1.013
frag0p1,50,eps_ecmp,0.926
frag0p1,50,pure_ocs_ksp_greedy,1.003
frag0p1,50,ocs_eps_preset_dynamic_greedy,1.000
frag0p1,50,pure_ocs_pruned,1.006
frag0p1,50,ocs_eps_pruned,0.989
frag0p1,50,ocs_eps_large_small,1.420
frag0p1,50,ocs_eps_preset_greedy,1.033
frag0p1,50,pure_ocs_3hop_preset,1.006
frag0p1,51,ocs_eps_global_ksp,1.347
frag0p1,51,pure_ocs_ksp,1.088
frag0p1,51,eps_ecmp,0.982
frag0p1,51,pure_ocs_ksp_greedy,1.043
frag0p1,51,ocs_eps_preset_dynamic_greedy,1.000
frag0p1,51,pure_ocs_pruned,1.033
frag0p1,51,ocs_eps_pruned,1.006
frag0p1,51,ocs_eps_large_small,1.683
frag0p1,51,ocs_eps_preset_greedy,1.042
frag0p1,51,pure_ocs_3hop_preset,1.033
frag0p3,42,ocs_eps_global_ksp,1.582
frag0p3,42,pure_ocs_ksp,1.061
frag0p3,42,eps_ecmp,0.968
frag0p3,42,pure_ocs_ksp_greedy,1.037
frag0p3,42,ocs_eps_preset_dynamic_greedy,1.000
frag0p3,42,pure_ocs_pruned,1.008
frag0p3,42,ocs_eps_pruned,1.000
frag0p3,42,ocs_eps_large_small,1.255
frag0p3,42,ocs_eps_preset_greedy,1.016
frag0p3,42,pure_ocs_3hop_preset,1.008
frag0p3,43,ocs_eps_global_ksp,1.563
frag0p3,43,pure_ocs_ksp,0.989
frag0p3,43,eps_ecmp,0.982
frag0p3,43,pure_ocs_ksp_greedy,0.965
frag0p3,43,ocs_eps_preset_dynamic_greedy,1.000
frag0p3,43,pure_ocs_pruned,0.948
frag0p3,43,ocs_eps_pruned,1.005
frag0p3,43,ocs_eps_large_small,1.517
frag0p3,43,ocs_eps_preset_greedy,0.970
frag0p3,43,pure_ocs_3hop_preset,0.948
frag0p3,44,ocs_eps_global_ksp,1.288
frag0p3,44,pure_ocs_ksp,1.046
frag0p3,44,eps_ecmp,1.017
frag0p3,44,pure_ocs_ksp_greedy,1.051
frag0p3,44,ocs_eps_preset_dynamic_greedy,1.000
frag0p3,44,pure_ocs_pruned,1.023
frag0p3,44,ocs_eps_pruned,1.023
frag0p3,44,ocs_eps_large_small,1.231
frag0p3,44,ocs_eps_preset_greedy,1.023
frag0p3,44,pure_ocs_3hop_preset,1.023
frag0p3,45,ocs_eps_global_ksp,1.239
frag0p3,45,pure_ocs_ksp,1.013
frag0p3,45,eps_ecmp,0.960
frag0p3,45,pure_ocs_ksp_greedy,0.964
frag0p3,45,ocs_eps_preset_dynamic_greedy,1.000
frag0p3,45,pure_ocs_pruned,1.001
frag0p3,45,ocs_eps_pruned,0.986
frag0p3,45,ocs_eps_large_small,1.423
frag0p3,45,ocs_eps_preset_greedy,1.002
frag0p3,45,pure_ocs_3hop_preset,1.001
frag0p3,46,ocs_eps_global_ksp,1.601
frag0p3,46,pure_ocs_ksp,1.059
frag0p3,46,eps_ecmp,0.990
frag0p3,46,pure_ocs_ksp_greedy,1.034
frag0p3,46,ocs_eps_preset_dynamic_greedy,1.000
frag0p3,46,pure_ocs_pruned,1.044
frag0p3,46,ocs_eps_pruned,1.015
frag0p3,46,ocs_eps_large_small,1.936
frag0p3,46,ocs_eps_preset_greedy,1.071
frag0p3,46,pure_ocs_3hop_preset,1.044
frag0p3,47,ocs_eps_global_ksp,1.255
frag0p3,47,pure_ocs_ksp,1.025
frag0p3,47,eps_ecmp,0.978
frag0p3,47,pure_ocs_ksp_greedy,0.991
frag0p3,47,ocs_eps_preset_dynamic_greedy,1.000
frag0p3,47,pure_ocs_pruned,1.015
frag0p3,47,ocs_eps_pruned,0.998
frag0p3,47,ocs_eps_large_small,1.259
frag0p3,47,ocs_eps_preset_greedy,1.045
frag0p3,47,pure_ocs_3hop_preset,1.015
frag0p3,48,ocs_eps_global_ksp,1.664
frag0p3,48,pure_ocs_ksp,1.033
frag0p3,48,eps_ecmp,0.960
frag0p3,48,pure_ocs_ksp_greedy,1.025
frag0p3,48,ocs_eps_preset_dynamic_greedy,1.000
frag0p3,48,pure_ocs_pruned,1.023
frag0p3,48,ocs_eps_pruned,0.973
frag0p3,48,ocs_eps_large_small,2.396
frag0p3,48,ocs_eps_preset_greedy,0.993
