scheduler,avg_relative_fct_vs_dynamic,matched_bins,self_bins,dynamic_bins
ocs_eps_global_ksp,2.235,16,16,16
pure_ocs_ksp,1.449,16,16,16
eps_ecmp,0.632,16,16,16
ocs_eps_large_small,1.411,16,16,16
pure_ocs_ksp_greedy,1.676,16,16,16
ocs_eps_preset_greedy,1.969,16,16,16
ocs_eps_preset_dynamic_greedy,1.000,16,16,16
pure_ocs_3hop_preset,1.397,16,16,16
pure_ocs_pruned,1.397,16,16,16
ocs_eps_pruned,1.044,16,16,16
