seed,scheduler,avg_solve_time_ms
42,ocs_eps_global_ksp,0.000
42,pure_ocs_ksp,0.000
42,eps_ecmp,0.000
42,ocs_eps_large_small,0.000
42,pure_ocs_ksp_greedy,0.080
42,ocs_eps_preset_greedy,0.090
42,ocs_eps_preset_dynamic_greedy,0.170
42,pure_ocs_3hop_preset,0.381
42,pure_ocs_pruned,0.374
42,ocs_eps_pruned,0.347
43,ocs_eps_global_ksp,0.000
43,pure_ocs_ksp,0.000
43,eps_ecmp,0.000
43,ocs_eps_large_small,0.000
43,pure_ocs_ksp_greedy,0.079
43,ocs_eps_preset_greedy,0.091
43,ocs_eps_preset_dynamic_greedy,0.168
43,pure_ocs_3hop_preset,0.384
43,pure_ocs_pruned,0.362
43,ocs_eps_pruned,0.355
44,ocs_eps_global_ksp,0.000
44,pure_ocs_ksp,0.000
44,eps_ecmp,0.000
44,ocs_eps_large_small,0.000
44,pure_ocs_ksp_greedy,0.078
44,ocs_eps_preset_greedy,0.088
44,ocs_eps_preset_dynamic_greedy,0.162
44,pure_ocs_3hop_preset,0.378
44,pure_ocs_pruned,0.365
44,ocs_eps_pruned,0.357
45,ocs_eps_global_ksp,0.000
45,pure_ocs_ksp,0.000
45,eps_ecmp,0.000
45,ocs_eps_large_small,0.000
45,pure_ocs_ksp_greedy,0.080
45,ocs_eps_preset_greedy,0.090
45,ocs_eps_preset_dynamic_greedy,0.169
45,pure_ocs_3hop_preset,0.387
45,pure_ocs_pruned,0.364
45,ocs_eps_pruned,0.378
46,ocs_eps_global_ksp,0.000
46,pure_ocs_ksp,0.000
46,eps_ecmp,0.000
46,ocs_eps_large_small,0.000
46,pure_ocs_ksp_greedy,0.085
46,ocs_eps_preset_greedy,0.090
46,ocs_eps_preset_dynamic_greedy,0.161
46,pure_ocs_3hop_preset,0.380
46,pure_ocs_pruned,0.368
46,ocs_eps_pruned,0.347
47,ocs_eps_global_ksp,0.000
47,pure_ocs_ksp,0.000
47,eps_ecmp,0.000
47,ocs_eps_large_small,0.000
47,pure_ocs_ksp_greedy,0.074
47,ocs_eps_preset_greedy,0.087
47,ocs_eps_preset_dynamic_greedy,0.159
47,pure_ocs_3hop_preset,0.380
47,pure_ocs_pruned,0.360
47,ocs_eps_pruned,0.359
48,ocs_eps_global_ksp,0.000
48,pure_ocs_ksp,0.000
48,eps_ecmp,0.000
48,ocs_eps_large_small,0.000
48,pure_ocs_ksp_greedy,0.078
48,ocs_eps_preset_greedy,0.089
48,ocs_eps_preset_dynamic_greedy,0.178
48,pure_ocs_3hop_preset,0.389
48,pure_ocs_pruned,0.368
48,ocs_eps_pruned,0.358
49,ocs_eps_global_ksp,0.000
49,pure_ocs_ksp,0.000
49,eps_ecmp,0.000
49,ocs_eps_large_small,0.000
49,pure_ocs_ksp_greedy,0.084
49,ocs_eps_preset_greedy,0.090
49,ocs_eps_preset_dynamic_greedy,0.173
49,pure_ocs_3hop_preset,0.393
49,pure_ocs_pruned,0.368
49,ocs_eps_pruned,0.359
50,ocs_eps_global_ksp,0.000
50,pure_ocs_ksp,0.000
50,eps_ecmp,0.000
50,ocs_eps_large_small,0.000
50,pure_ocs_ksp_greedy,0.087
50,ocs_eps_preset_greedy,0.087
50,ocs_eps_preset_dynamic_greedy,0.165
50,pure_ocs_3hop_preset,0.387
50,pure_ocs_pruned,0.371
50,ocs_eps_pruned,0.360
51,ocs_eps_global_ksp,0.000
51,pure_ocs_ksp,0.000
51,eps_ecmp,0.000
51,ocs_eps_large_small,0.000
51,pure_ocs_ksp_greedy,0.076
51,ocs_eps_preset_greedy,0.088
51,ocs_eps_preset_dynamic_greedy,0.162
51,pure_ocs_3hop_preset,0.392
51,pure_ocs_pruned,0.372
51,ocs_eps_pruned,0.361
